tinf2,0.065769288,acd,0.048159372
akr1c2,-0.012859641,akr1c1,0.017284165
akr1c3,-0.00021236,akr1c1,0.017284165
akr1c3,-0.00021236,akr1c4,-0.100807982
nrbf2,-0.016660118,atg14,-0.015241845
dtnbp1,-0.016660118,bcas4,0.03379028
bhmt,0.078423758,bhmt2,-0.084996182
ccdc90b,-0.028849115,mcur1,-0.097523548
cdk8,-0.183522106,cdk19,0.088680402
cybrd1,0.045010184,cdyl,-0.172249724
cd209,-0.011561237,clec4m,0.006442876
csnk1g2,-0.051543959,csnk1g3,-0.032818383
nprl2,0.055888904,depdc5,-0.009777788
elmo1,-0.064946597,dock5,0.078971722
lrch3,-0.102702395,dock8,-0.01481849
nsl1,-0.092605943,dsn1,-0.269789005
pmf1,-0.148351622,dsn1,-0.269789005
aff4,-0.046910312,ell3,0.030103374
eaf1,0.009760174,ell3,0.030103374
six1,0.002295555,eya1,-0.016992831
ercc3,-0.062928839,gtf2h3,-0.020812599
hexim1,-0.155583569,hexim2,-0.099330437
homer3,0.021923281,homer1,0.021919446
aktip,0.066039238,hook3,0.059114466
ifna21,0.045524305,ifna4,0.059114466
fam60a,-0.054190671,ing2,0.007141233
kptn,0.02653904,itfg2,0.125649366
kifap3,0.004099354,kif3a,-0.018441671
ccm2,0.027042889,krit1,0.002905451
mapk14,-0.097452228,mapkapk3,-0.092513768
mab21l1,0.012096239,meis2,-0.048010707
mrgbp,-0.190971632,morf4l1,-0.126657591
jade1,-0.084569716,kat7,0.020593623
nsmce1,-0.462491785,nsmce4a,-0.182599943
ifit2,0.019060876,phactr4,0.020484239
pcgf2,-0.025845136,phc1,-0.023897428
kansl1,-0.025845136,phf20,-0.13678882
acd,0.048159372,pot1,-0.134292166
tinf2,0.065769288,pot1,-0.134292166
pard6b,-0.065370701,prkcz,-0.046627193
gatc,0.004599009,qrsl1,0.044602881
nfkbia,0.007629656,rel,0.015726057
nfkbia,0.007629656,relb,0.06840013
ralbp1,-0.052223724,reps1,0.038650041
prpf40b,-0.035140344,rgs9,0.092938607
ccdc94,-0.054293657,setmar,-0.01459615
ppp4r2,0.037102275,smek1,0.02647074
snx32,0.002300229,snx1,-0.068100675
stradb,-0.113604527,stk11,-0.100804085
sult1a1,-0.083974132,sult1a2,0.014128239
aebp2,0.23559283,suz12,-0.121669773
phf19,0.01767644,suz12,-0.121669773
mitf,0.010546984,tfeb,-0.080843793
cyp2c18,-0.02548759,cyp2c9,0.030944564
hmg20b,-0.141048816,hmg20a,0.083411195
vgll4,0.042305178,irf2bp1,0.112167481
lingo1,-0.051389229,lingo2,-0.01092556
pard6b,-0.065370701,llgl2,-0.128820965
mtmr9,-0.205071525,mtmr7,0.027139118
prkag2,-0.021342417,prkab2,-0.089890776
pdcd10,-0.09845661,stk25,-0.017823528
terf1,-0.024344092,tinf2,0.065769288
tubg2,-0.016183288,tubgcp5,-0.09764974
vps28,-0.160828006,ubap1,-0.204138765
abi2,-0.011772866,wasf3,-0.109518751
mettl1,-0.026603127,wdr4,0.111886318
asb7,0.016602675,c8orf34,0.111886318
rnf113a,-0.042248352,c9orf41,0.137539915
ndel1,0.194710456,ccser1,0.137539915
rcan1,0.020874724,ppp3cc,-0.010679173
nfkbib,0.010472199,rel,0.015726057
ssbp4,-0.064955039,ssbp3,0.084208877
tle3,-0.078724153,tle4,0.010211103
rbsn,-0.078724153,vps45,-0.030372568
nelfe,0.018428239,nelfa,-0.043946027
mpp2,-0.004708457,lin7c,-0.022456323
hus1,-0.849615258,rad1,0.012750289
ube2d2,-0.008708893,rnf25,0.037832242
med21,-0.338320693,med7,-0.284260312
irf9,0.014758168,stat2,0.054575753
syt5,-0.015229369,syt1,-0.023216462
arrb2,-0.024286607,arrb1,0.04086642
nicn1,-0.041000218,c11orf49,0.037173614
c11orf49,0.037173614,lrrc49,0.062109904
commd6,0.104543547,commd1,0.108797718
commd1,0.108797718,commd8,0.573809115
prkag1,0.087592262,prkab2,-0.089890776
tada2b,-0.18388147,tada3,-0.082881274
birc5,-0.096367915,cdca8,-0.202057821
pmf1,-0.148351622,nsl1,-0.092605943
prkag1,0.087592262,prkab1,-0.019827554
exoc3,-0.095118554,exoc1,-0.095595673
ptpra,-0.116081123,ptpre,-0.078370539
setdb1,0.05178926,atf7ip,-0.047432789
tead4,-0.027711343,tead2,0.012394986
dffa,-0.230538683,dffb,0.016158968
use1,-0.039912696,scfd2,0.043248179
cog5,-0.00646283,cog3,0.226967653
mmp3,-0.046599331,mmp10,0.014595213
ift57,-0.058719199,ttc30a,-0.046823814
junb,0.033043221,fosl2,0.018846982
mpp5,0.052218776,lin7c,-0.022456323
spin1,0.036957605,c11orf84,0.025257599
yaf2,-0.016615311,pcgf2,-0.025845136
frmd6,-0.022910284,rassf8,-0.080646363
rcan3,0.020533223,ppp3cc,-0.010679173
pacsin2,-0.100187809,cobl,0.029533835
nicn1,-0.041000218,lrrc49,0.062109904
ube2e2,-0.019179863,rnf25,0.037832242
ssbp2,0.099796109,ssbp3,0.084208877
prkag2,-0.021342417,prkab1,-0.019827554
arhgef7,0.023483204,arhgef6,0.029897727
dtnbp1,0.023483204,c17orf59,-0.033068712
vps39,-0.102275421,vps11,0.04387485
nup54,-0.31822208,nupl1,-0.360919596
git2,0.078091392,arhgef6,0.029897727
bbs5,-0.017807736,bbs1,0.012976732
meaf6,-0.221209032,kat7,0.020593623
ift81,-0.020054816,ift74,-0.167669721
vgll4,0.042305178,tead4,-0.027711343
commd10,0.591445296,commd8,0.573809115
mbip,-0.048982384,tada3,-0.082881274
kcnip4,-0.048982384,kcnip2,0.008780106
vps26a,-0.062758693,vps26b,0.070706046
polr3d,-0.137082228,polr3e,-0.005857633
commd8,0.573809115,commd4,0.242765413
cog3,0.226967653,cog6,0.271622584
vps53,-0.079697147,ccdc132,0.071443386
parva,-0.012719532,ilk,-0.018542069
med18,-0.225147238,med19,-0.263608698
ccnh,0.013960541,cdk7,-0.055442246
kctd3,0.026660297,shkbp1,0.090143923
prkacb,0.028588559,prkar2b,0.005237517
pcgf2,-0.025845136,rybp,-0.048311646
cks1b,-0.016509907,cdk1,-0.25867233
pcdhb11,-0.016509907,pcdhb12,-0.25867233
ap3s1,-0.025580937,ap3m1,-0.07201245
nufip1,-0.088132181,znhit3,-0.043331026
nsl1,-0.092605943,spc25,-0.233093082
dpf3,-0.085693256,smarcd1,-0.014233874
med21,-0.338320693,med19,-0.263608698
serpinb3,-0.027947132,serpinb4,0.020030471
sh3gl2,0.045042218,sh3gl3,-0.034528405
crocc,0.000166566,croccp2,-0.034528405
akt3,-0.072070779,akt1,-0.02818363
ankrd49,-0.031213428,fkbpl,-0.057451468
pcdha10,0.013559717,pcdha6,0.059719175
triap1,-0.031686135,prelid1,-0.107462343
fzr1,-0.008352169,ccna2,-0.025773186
fbxo42,-0.005359394,rbpj,-0.075762938
mrgbp,-0.190971632,morf4l2,0.018206241
adh1c,0.037225203,adh1b,0.021888725
relb,0.06840013,rel,0.015726057
arhgap44,-0.089795445,arhgap17,-0.1938088
pcgf6,0.080975809,l3mbtl2,0.061602748
spin2b,0.03415672,spin1,0.036957605
med21,-0.338320693,med1,-0.169825581
igll5,-0.338320693,iglc3,-0.169825581
dsn1,-0.269789005,spc25,-0.233093082
fbxw11,-0.001563074,btrc,0.02019997
c1qtnf9,0.023224166,c1qtnf9b,-0.093986599
eif3h,0.106270063,eif3m,-0.042796818
pcdha10,0.013559717,pcdha2,0.047121383
rint1,-0.069734299,scfd2,0.043248179
sept3,-0.069734299,sept7,0.043248179
cuedc2,-0.005324215,fzr1,-0.008352169
tsnax,-0.003700196,kif2a,0.049933579
spin2b,0.03415672,c11orf84,0.025257599
pcdhgb1,0.03415672,pcdhgb2,-0.083678052
med19,-0.263608698,med1,-0.169825581
a2m,-0.016139697,pzp,0.014750833
fam90a1,-0.059668773,fam90a26,0.014750833
akt1,-0.02818363,akt2,-0.119809859
cog5,-0.00646283,cog6,0.271622584
pcdha10,0.013559717,pcdhac1,-0.063750293
ccdc101,-0.17720752,tada3,-0.082881274
pfkfb3,-0.024730058,pfkfb4,-0.021690175
med18,-0.225147238,med1,-0.169825581
cenpp,-0.16701876,cenpo,-0.143551109
tada1,-0.052251481,tada2b,-0.18388147
emc9,-0.089593777,emc3,0.039195869
med18,-0.225147238,med7,-0.284260312
med7,-0.284260312,med1,-0.169825581
ap3s1,-0.025580937,ap3m2,-0.034711982
fam153b,-0.013080599,fam153c,-0.034711982
rfpl3,0.016563008,rfpl1,-0.015880487
rraga,-0.14637636,rragd,-0.006378509
pfkfb3,-0.024730058,pfkfb2,-0.063142096
dohh,-0.076741475,eif5a2,0.018137354
cyp2a7,-0.025067224,cyp2a6,-0.009753169
arhgap8,0.01416127,prr5-arhgap8,-0.019697339
sept3,0.01416127,sept10,-0.019697339
ssbp2,0.099796109,ssbp4,-0.064955039
meaf6,-0.221209032,jade2,-0.095831476
rufy2,-0.031785603,rufy1,-0.021699181
ube2e3,-0.096079071,rnf25,0.037832242
mybl1,-0.031860942,lin9,0.04760263
ccnc,-0.359712584,med1,-0.169825581
fam122a,0.137458965,ppp3ca,0.032675855
stk40,-0.022163388,trib1,-0.025626791
rsu1,0.045030032,parva,-0.012719532
rhot2,-0.006917929,ubc,0.087508678
cep170,-0.02670801,cep170p1,0.087508678
pdk3,-0.005414241,pdha2,0.043521721
usp46,-0.009601441,wdr20,0.029005289
rab1a,-0.025043995,rab1b,0.057676599
mdm4,-0.019233358,tp53,0.000461649
commd1,0.108797718,commd10,0.591445296
rrm2b,0.017330659,rrm2,-0.215960095
unc119,-0.083892571,nphp3,-0.008136794
bpifa1,-0.006653054,bpifb3,-0.005913507
klhl22,-0.017145681,glud2,0.059307235
gria3,-0.010980403,gria4,-0.043881025
mob1b,-0.072860147,stk38l,-0.067627033
gtf2ird2b,-0.060324126,gtf2ird2,-0.060149756
alppl2,0.083662237,alpp,-0.04067722
rab5a,0.148001987,rab5c,0.166636032
rab11a,0.092808584,rab11fip2,-0.053971936
ap2s1,-0.129072012,ap2m1,0.034738349
stat1,-0.012569942,stat2,0.054575753
gstm2,0.034905969,gstm5,0.08232089
appl2,0.017384792,appl1,-0.055488013
katnbl1,-0.095776932,katna1,-0.063930622
eml1,-0.095776932,fbxo28,-0.040429683
rad17,-0.44625926,rfc4,-0.372254974
dld,-0.014473356,ogdhl,-0.066982101
syt1,-0.023216462,syt2,-0.000873764
btn3a2,-0.031620581,btn3a3,0.052315554
c11orf57,-0.046901102,csnk2a2,0.103687082
btn3a2,-0.031620581,btn3a1,-0.022232896
mlx,-0.081609449,mlxip,-0.023388016
coro6,0.016736464,coro1a,-0.038737694
pcdha10,0.013559717,pcdha5,-0.052355735
pi4ka,0.092022234,pi4kap1,-0.052355735
wnt3a,-0.016575611,wnt3,-0.01785386
dpf3,-0.085693256,smarcc2,-0.014693059
mat1a,0.015751533,mat2a,-0.427899927
mnat1,-0.409660088,ccnh,0.013960541
eif3h,0.106270063,eif3e,-0.208082053
azin2,0.106270063,oaz1,0.010574486
fam90a1,-0.059668773,brd3,0.04239009
haus7,-0.262385608,haus2,0.001260652
bod1,0.065277246,bod1l2,0.001260652
nlgn3,0.008881698,nlgn4x,0.001260652
bcar3,-0.10362524,bcar1,0.011454281
med7,-0.284260312,med19,-0.263608698
frmd8p1,-0.284260312,frmd8,-0.06944545
nlgn3,0.008881698,nlgn4y,-0.06944545
ccdc101,-0.17720752,tada2b,-0.18388147
pramef5,-0.17720752,pramef4,-0.18388147
nxf2,0.02297539,nxf2b,-0.017051587
tex28,0.02297539,tmcc2,0.06331983
prps1,-0.119001782,prpsap2,-0.14835817
traf2,-0.00930799,traf1,-0.040476235
commd1,0.108797718,commd4,0.242765413
map2k5,0.035114977,mapk7,-0.01285051
tfcp2,-0.005154747,ubp1,0.089250245
ckmt1a,-0.037913007,ckmt2,-0.086706625
eif3m,-0.042796818,eif3e,-0.208082053
ppial4g,-0.040519296,ppial4c,0.00784974
junb,0.033043221,atf2,-0.069920316
hdac1,-0.040872655,mier2,-0.208675566
tpsb2,0.054791965,tpsab1,-0.063933776
med21,-0.338320693,med18,-0.225147238
snrpg,-0.335488031,snrpn,-0.035078782
eef1a1,-0.039537179,eef1a2,-0.019812009
spc24,-0.199642909,spc25,-0.233093082
asb6,-0.02636904,cul5,-0.10242307
cnn2,-0.064203859,cnn3,-0.086245627
polb,0.056838641,aplf,-0.013324665
ippk,0.12192998,lpar1,-0.066161044
capza2,0.052623409,plekho2,-0.062428156
magoh,-0.071161498,wibg,0.011725744
ubl7,0.06599769,ube4b,-0.028567267
capza2,0.052623409,sh3kbp1,-0.010781493
gk,0.051448802,gk3p,-0.010781493
commd1,0.108797718,fam45a,-0.007969486
epha7,0.014176854,epha10,-0.019998853
kcnc4,-0.010980621,kcnc3,0.023314347
elp6,0.020689063,elp4,0.069394981
commd10,0.591445296,commd3,-0.013930868
ascc1,-0.052718807,ascc2,0.02599669
fbp2,-0.044478919,fbp1,0.022573271
meis2,-0.048010707,meis3,0.021766171
rab27b,-0.115749558,sytl1,-0.081721776
peg10,0.097417962,fam127b,-0.020961443
commd10,0.591445296,commd2,0.438495402
pcbp1,0.156641985,frk,0.02782233
hif1an,0.02915972,apba3,-0.039348351
pmf1,-0.148351622,spc25,-0.233093082
grb2,0.014927419,sos1,-0.249762552
rcan1,0.020874724,ppp3ca,0.032675855
pcdha10,0.013559717,pcdha4,-0.026095683
mob1b,-0.072860147,mob1a,0.0685883
ttll1,0.084672144,lrrc49,0.062109904
vac14,-0.118524141,fig4,-0.131905606
cdyl,-0.172249724,mier2,-0.208675566
ctbp1,-0.325543657,zeb1,0.002808914
vps26a,-0.062758693,vps29,-0.251618865
ndel1,0.194710456,dixdc1,-0.079349418
oip5,0.008454658,mis18a,-0.557798938
pak7,-0.030776186,pak4,-0.093876061
psg1,-0.055092901,psg4,-0.093876061
ropn1,-0.055092901,ropn1b,-0.093876061
mrrf,0.025713232,mrrfp1,-0.093876061
cgb2,0.025713232,cgb1,-0.093876061
papss1,-0.000468687,papss2,-0.02384471
rab27b,-0.115749558,sytl2,-0.097803004
ccnc,-0.359712584,cdk8,-0.183522106
prpf40a,-0.050259499,jmjd6,0.027761715
morf4l1,-0.126657591,morf4l2,0.018206241
csnk2a2,0.103687082,gpatch2,-0.010906592
ap2s1,-0.129072012,c15orf57,0.065091931
mob1b,-0.072860147,lats1,-0.033839235
capza2,0.052623409,rltpr,-0.041562976
pcdhb16,0.052623409,pcdhb10,-0.041562976
gtf2h3,-0.020812599,gtf2h5,-0.007857557
elavl2,0.136603297,elavl3,-0.037261541
ap1s2,-0.109314896,synrg,0.078983767
sh3kbp1,-0.010781493,rtkn2,0.054866749
mef2b,-0.037320183,mef2bnb-mef2b,0.058661233
snrpe,-0.239329189,snrpn,-0.035078782
sox5,0.073536907,sox6,-0.030734994
lmx1b,0.002080694,ssbp3,0.084208877
arhgef35,0.002080694,arhgef5,0.037180171
meaf6,-0.221209032,kat5,0.029847841
ppp1ca,-0.070833095,ppp1r18,-0.032387619
eid2b,0.055706923,magee1,0.022118325
tex28,0.055706923,tmcc1,-0.00997152
cetn1,0.019014977,xpc,-0.166291836
akap17a,0.125605971,jmjd6,0.027761715
padi3,0.055534143,padi4,-0.006254169
eif4e2,0.067772527,gigyf1,0.026865647
emc3,0.039195869,emc7,-0.106982372
batf3,-0.028387817,junb,0.033043221
snx4,0.1023702,snx30,-0.007900817
ube2e3,-0.096079071,rnf10,-0.045315036
mettl22,-0.040966975,kin,-0.129211986
pcdha10,0.013559717,pcdha8,0.046788112
magea10,0.013559717,foxj2,-0.026716897
rpgr,0.037909914,rpgrip1l,-0.079137145
vasp,0.080670852,evl,-0.053762076
p4ha3,0.018422764,zbtb7b,0.029591628
pcdha10,0.013559717,pcdha12,-0.030984658
eno2,-0.024292078,eno3,-0.021587027
cks1b,-0.016509907,ccna2,-0.025773186
commd10,0.591445296,fam45a,-0.007969486
pdlim1,-0.071621751,actn3,0.060624417
ankrd44,-0.074627872,ppp6r2,0.002817229
pcgf6,0.080975809,rybp,-0.048311646
igll5,0.080975809,iglc2,-0.048311646
lin37,-0.000555395,lin9,0.04760263
prps2,-0.023025616,prpsap2,-0.14835817
pole,-0.180885248,pole2,-0.294475445
pcdhb11,-0.180885248,pcdhb13,-0.090545668
pcdha10,0.013559717,pcdha3,-0.028045657
ugt1a9,0.015706682,ugt1a10,-0.027775159
poteb3,0.015706682,poted,-0.074408443
morc1,0.015706682,morc2,0.071205614
areg,-0.034228383,areg,0.071205614
ppial4g,-0.040519296,ppial4e,-0.100451175
dtx3l,0.049304643,parp9,-0.033404923
arid3a,-0.014647751,arid3c,-0.020711863
trappc2,0.080813264,trappc5,-0.145672049
magea10,0.080813264,ncoa2,0.056497481
cks2,0.028182434,cdk1,-0.25867233
gsta2,-0.010734939,gsta5,-0.036256007
fam206a,0.02691886,pus10,-0.033212159
tlr1,0.036719425,tlr6,-0.012926545
grb2,0.014927419,sos2,-0.021729561
vapb,0.012523107,pitpnm2,-0.097868679
rfx5,0.045335494,rfx7,-0.042798201
ubxn6,0.039540729,vcpkmt,0.048051798
cyp4a22,0.09102124,cyp4a11,-0.000586388
btrc,0.02019997,hivep1,-0.067338608
usp18,-0.025515024,usp41,-0.060807638
rogdi,0.046038904,wdr7,-0.123272606
xrcc4,0.011987063,lig4,0.017861564
cul5,-0.10242307,wsb1,-0.16655187
rogdi,0.046038904,dmxl1,-0.158603062
rsg1,-0.100962416,fuz,-0.064550273
bbs5,-0.017807736,bbs7,0.030780022
rab27b,-0.115749558,sytl4,-0.04571804
fam60a,-0.054190671,hdac1,-0.040872655
cyp4f12,-0.089004234,cyp4f2,0.037445047
med18,-0.225147238,ccnc,-0.359712584
vps36,-0.098424349,snf8,-0.101204265
fam45a,-0.007969486,fam45b,-0.101204265
wdr83,0.032031816,zhx1,-0.031966261
prpsap1,0.099356039,prpsap2,-0.14835817
rab11fip4,-0.078217179,rab11fip3,-0.055692697
triap1,-0.031686135,slmo2,-0.150399986
kcnc4,-0.010980621,kcnc1,-0.150399986
wdr76,-0.01136405,gan,-0.009496123
rxrg,0.139620129,nr1h2,0.108503936
wfdc2,0.025843146,wdr81,-0.046696347
ctage5,0.026787027,ctage1,-0.038737059
tbc1d15,0.028038483,gramd4,-0.03358119
kbtbd4,0.031906418,cacul1,0.022104647
hdac1,-0.040872655,elmsan1,-0.023384378
smurf2,-0.086288026,smurf1,-0.021043704
fth1,0.08263473,ncoa4,-0.03340677
tfcp2,-0.005154747,tfcp2l1,0.00223888
polr2d,-0.156368373,polr2m,0.00223888
tnfsf13b,-0.002271657,map3k5,0.014268254
exoc6,-0.047089987,exoc3,-0.095118554
med21,-0.338320693,ccnc,-0.359712584
tspan33,-0.338320693,plekha7,-0.066698383
gypb,0.022757619,ranbp17,0.075771839
rxrg,0.139620129,rxra,0.068513929
grap2,-0.017208746,usp8,0.02645407
pcdha10,0.013559717,pcdha13,0.021206965
rarg,0.023961999,rara,-0.102174807
smarcd1,-0.014233874,smarcc2,-0.014693059
commd1,0.108797718,commd3,-0.013930868
znf219,-0.041999356,hdac1,-0.040872655
thbs2,-0.047298932,thbs1,0.017122434
